Starting object 1
1529421616510,176408,176408,1,1.944,0.046,-0.228,2,9.763,8,2.901,12,2.143,16,3.070,18,7.876,
1529421616728,218,176626,1,1.944,0.046,-0.228,2,9.763,8,2.901,12,2.143,16,3.070,18,7.876,
1529421617133,405,177031,1,1.944,0.046,-0.228,2,9.763,8,2.901,12,2.143,16,3.070,18,7.876,
1529421617264,131,177162,1,1.944,0.046,-0.228,2,9.763,8,2.901,12,2.143,16,3.070,18,7.876,
1529421617430,166,177328,1,1.944,0.046,-0.228,2,9.763,8,2.901,12,2.143,16,3.070,18,7.876,
1529421617518,88,177416,1,1.944,0.046,-0.228,2,9.763,8,2.901,12,2.143,16,3.070,18,7.876,
1529421617643,125,177541,1,1.944,0.046,-0.228,2,9.763,8,2.901,12,2.143,16,3.070,18,7.876,
1529421617882,239,177780,1,1.944,0.046,-0.228,2,9.763,8,2.901,12,2.143,16,3.070,18,7.876,
1529421618105,223,178003,1,1.944,0.046,-0.228,2,9.764,8,2.905,12,2.143,16,3.074,18,7.876,
1529421618349,244,178247,1,1.944,0.046,-0.228,2,9.758,8,2.905,12,2.143,16,3.068,18,7.879,
1529421618558,209,178456,1,1.944,0.046,-0.228,2,9.764,8,2.906,12,2.143,16,3.071,18,7.879,
1529421618757,199,178655,1,1.944,0.046,-0.228,2,9.760,8,2.906,12,2.143,16,3.070,18,7.879,
1529421618881,124,178779,1,1.944,0.046,-0.228,2,9.760,8,2.906,12,2.143,16,3.070,18,7.879,
1529421618968,87,178866,1,1.944,0.046,-0.228,2,9.760,8,2.903,12,2.143,16,3.070,18,7.879,
1529421619118,150,179016,1,1.944,0.046,-0.228,2,9.760,8,2.903,12,2.143,16,3.069,18,7.880,
1529421619166,48,179064,1,1.944,0.046,-0.228,2,9.760,8,2.903,12,2.143,16,3.069,18,7.880,
1529421619214,48,179112,1,1.944,0.046,-0.228,2,9.760,8,2.903,12,2.143,16,3.069,18,7.880,
1529421619237,23,179135,1,1.944,0.046,-0.228,2,9.760,8,2.903,12,2.143,16,3.069,18,7.880,
1529421619249,12,179147,1,1.944,0.046,-0.228,2,9.760,8,2.905,12,2.143,16,3.075,18,7.880,
1529421619264,15,179162,1,1.944,0.046,-0.228,2,9.760,8,2.905,12,2.143,16,3.075,18,7.880,
1529421619311,47,179209,1,1.944,0.046,-0.228,2,9.760,8,2.905,12,2.143,16,3.075,18,7.880,
1529421619360,49,179258,1,1.944,0.046,-0.228,2,9.760,8,2.905,12,2.143,16,3.075,18,7.880,
1529421619383,23,179281,1,1.944,0.046,-0.228,2,9.760,8,2.905,12,2.143,16,3.075,18,7.880,
1529421619425,42,179323,1,1.944,0.046,-0.228,2,9.760,8,2.905,12,2.143,16,3.075,18,7.880,
1529421619461,36,179359,1,1.944,0.046,-0.228,2,9.760,8,2.905,12,2.143,16,3.075,18,7.880,
1529421619476,15,179374,1,1.944,0.046,-0.228,2,9.761,8,2.905,12,2.143,16,3.075,18,7.877,
1529421619507,31,179405,1,1.944,0.046,-0.228,2,9.761,8,2.905,12,2.143,16,3.075,18,7.877,
1529421619549,42,179447,1,1.944,0.046,-0.228,2,9.761,8,2.901,12,2.143,16,3.075,18,7.877,
1529421619607,58,179505,1,1.944,0.046,-0.228,2,9.761,8,2.901,12,2.143,16,3.075,18,7.877,
1529421619630,23,179528,1,1.944,0.046,-0.228,2,9.761,8,2.901,12,2.143,16,3.075,18,7.877,
1529421619663,33,179561,1,1.944,0.046,-0.228,2,9.761,8,2.901,12,2.143,16,3.075,18,7.877,
1529421619712,49,179610,1,1.944,0.046,-0.228,2,9.761,8,2.901,12,2.143,16,3.075,18,7.877,
1529421619736,24,179634,1,1.944,0.046,-0.228,2,9.762,8,2.901,12,2.143,16,3.075,18,7.877,
1529421619766,30,179664,1,1.944,0.046,-0.228,2,9.762,8,2.901,12,2.143,16,3.071,18,7.877,
1529421619781,15,179679,1,1.944,0.046,-0.228,2,9.762,8,2.901,12,2.143,16,3.071,18,7.877,
1529421619817,36,179715,1,1.944,0.046,-0.228,2,9.762,8,2.901,12,2.143,16,3.071,18,7.877,
1529421619868,51,179766,1,1.944,0.046,-0.228,2,9.762,8,2.901,12,2.143,16,3.071,18,7.877,
1529421619891,23,179789,1,1.944,0.046,-0.228,2,9.762,8,2.901,12,2.143,16,3.071,18,7.877,
1529421619936,45,179834,1,1.944,0.046,-0.228,2,9.762,8,2.901,12,2.143,16,3.071,18,7.877,
1529421619949,13,179847,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.071,18,7.877,
1529421619969,20,179867,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.071,18,7.877,
1529421619991,22,179889,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.877,
1529421620036,45,179934,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620068,32,179966,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620085,17,179983,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620149,64,180047,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620213,64,180111,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620249,36,180147,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620276,27,180174,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620311,35,180209,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620372,61,180270,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620409,37,180307,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620433,24,180331,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620460,27,180358,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620509,49,180407,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620549,40,180447,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620581,32,180479,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620649,68,180547,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620704,55,180602,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620753,49,180651,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620802,49,180700,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620899,97,180797,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620948,49,180846,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421620999,51,180897,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
1529421621050,51,180948,1,1.944,0.046,-0.228,2,9.762,8,2.900,12,2.143,16,3.070,18,7.879,
